event_id,user_id,event_name,event_ts,device,session_id
23e1cc9f-04bd-48cc-9911-2dc853cae5d5,u_000001,database_created,2025-08-09 00:00:00,desktop,s_00000026
0ce45fd2-7dcb-430a-a4d6-f06d6fc4ebcb,u_000001,integration_connected,2025-07-10 00:00:00,mobile,s_00000027
71f096fe-077f-45da-b918-bff576394ed9,u_000001,template_viewed,2025-05-07 00:00:00,mobile,s_00000028
7381646f-f581-4f65-9ed4-ffeeaee4eb07,u_000001,template_viewed,2025-08-06 00:00:00,mobile,s_00000029
a24593fb-32e3-45bf-ae48-487d48cf20f7,u_000001,page_edited,2025-06-05 00:00:00,tablet,s_00000030
5bc17689-27f3-4c09-887b-bafd025ca630,u_000001,integration_connected,2025-05-30 00:00:00,mobile,s_00000031
1c571bd3-440a-4e48-817a-2b6ffad12e29,u_000001,template_viewed,2025-03-28 00:00:00,mobile,s_00000032
1a55ae67-eae0-4c7f-ba38-4c373266ab56,u_000001,page_edited,2025-08-02 00:00:00,mobile,s_00000033
79b702e6-1a0c-4859-83bd-d1221b05309a,u_000001,template_viewed,2025-08-04 00:00:00,tablet,s_00000034
60e07a61-7610-4802-abf5-8c7aebb5bfeb,u_000002,signup,2024-12-24 11:00:00,mobile,s_00000035
9d3d08ed-43e2-4e3a-abb9-8afd1878d207,u_000002,onboarding_started,2024-12-25 07:00:00,desktop,s_00000036
033d5f64-c03b-4df1-9e37-a290f5d4e94f,u_000002,workspace_created,2024-12-26 06:00:00,tablet,s_00000037
d4919eaf-cf93-457c-b38e-c8cc3d0a5850,u_000002,content_created,2024-12-27 20:00:00,desktop,s_00000038
e8a77df8-fb59-49f9-ba87-59ed294441d4,u_000002,collaboration,2024-12-30 08:00:00,mobile,s_00000039
6db23efe-47d5-4d69-818c-6173d7504334,u_000002,page_view,2025-03-01 00:00:00,tablet,s_00000040
7d2116bc-5ee2-4dd2-aa77-c7a6853beebf,u_000002,database_created,2025-05-15 00:00:00,desktop,s_00000041
7e3e3758-ad5f-490c-8b4b-5037792ad59f,u_000002,database_created,2025-03-04 00:00:00,desktop,s_00000042
43feb867-383f-458c-9a91-d408ed05073b,u_000002,template_viewed,2025-04-28 00:00:00,mobile,s_00000043
453949d0-99a0-47a7-a03c-1a8fd767804b,u_000002,page_view,2025-01-29 00:00:00,desktop,s_00000044
6eeec111-bf72-493a-b6a6-bd1498945dfc,u_000002,template_used,2025-04-03 00:00:00,mobile,s_00000045
8d2ed2c9-0f34-45a1-ae6b-9d27c561e58b,u_000002,page_edited,2025-05-29 00:00:00,tablet,s_00000046
9fde4060-dc69-4118-9ebd-0eed2c6bc7ca,u_000002,database_created,2025-06-01 00:00:00,desktop,s_00000047
d1f42b6c-faf6-4142-bcaa-161510018c43,u_000002,page_edited,2025-05-06 00:00:00,tablet,s_00000048
de92ed54-8fb7-4824-a7ba-a8ef8d7b0e2d,u_000002,template_viewed,2025-01-12 00:00:00,mobile,s_00000049
c8a55637-ae5e-40d7-a76e-55baea820411,u_000002,database_created,2025-03-26 00:00:00,tablet,s_00000050
c8675783-e091-484c-9a0d-64cb9ce15851,u_000002,search_used,2025-02-09 00:00:00,mobile,s_00000051
92d85f13-76cf-4c0c-a6ae-d51f65fdfcd5,u_000002,template_viewed,2025-01-30 00:00:00,mobile,s_00000052
c9b5e38a-5df0-40a3-adfa-fcdb9beaf97c,u_000003,signup,2024-08-28 04:00:00,desktop,s_00000053
9a7d9f6a-9f0c-445e-ab75-47195f675c16,u_000003,onboarding_started,2024-08-30 03:00:00,tablet,s_00000054
6986244c-9d94-47ee-8c7b-7cd929e03db2,u_000003,page_view,2024-11-13 00:00:00,desktop,s_00000055
027eee42-121f-495d-8406-560c9f1e6ce5,u_000003,page_view,2025-01-17 00:00:00,mobile,s_00000056
3d1c596f-d896-4eb7-9846-54b80b66f231,u_000003,integration_connected,2025-02-21 00:00:00,mobile,s_00000057
0995484b-3b60-4806-a076-b9764ed2b210,u_000003,page_view,2024-10-14 00:00:00,mobile,s_00000058
479897d9-7caf-4b15-afec-90a5d87838a3,u_000003,page_edited,2024-11-04 00:00:00,desktop,s_00000059
1ac60b23-b917-48a4-807f-560c60debe03,u_000003,template_used,2024-12-10 00:00:00,desktop,s_00000060
a4d4e5f5-844c-45bd-8ba6-622c15493880,u_000003,page_edited,2024-12-08 00:00:00,desktop,s_00000061
327714cc-e2ea-4aef-ab3b-aba224c74f60,u_000003,search_used,2025-02-19 00:00:00,mobile,s_00000062
0ea5b3f0-cc4c-4bff-8faf-e9f7b12a2453,u_000003,page_view,2024-12-20 00:00:00,mobile,s_00000063
41fe046b-99c6-484c-8097-00ba77901d3f,u_000003,database_created,2025-02-11 00:00:00,desktop,s_00000064
08a25d22-ca27-41b5-b7c2-403a7eab4566,u_000004,signup,2024-08-26 14:00:00,desktop,s_00000065
1c8a4eb1-44d5-4239-96eb-4f599beb2aca,u_000004,template_used,2024-11-13 00:00:00,mobile,s_00000066
f075f487-0848-422a-b837-bf8fbb49e7ba,u_000004,database_created,2024-12-22 00:00:00,tablet,s_00000067
60109031-9c3e-49d7-bbb9-80d7961933fa,u_000004,page_view,2025-01-17 00:00:00,mobile,s_00000068
ce3101a3-1558-4be7-944e-b7dd0bd6ae9c,u_000004,template_used,2024-09-19 00:00:00,tablet,s_00000069
9b641434-0eb6-48ec-bd63-0aa83eff61e4,u_000004,template_viewed,2024-09-09 00:00:00,mobile,s_00000070
474827ea-ed34-4b63-9807-9dec749fec36,u_000004,database_created,2025-01-04 00:00:00,mobile,s_00000071
dd314cbb-fbd3-4652-9770-098dda70811e,u_000004,template_used,2024-11-05 00:00:00,mobile,s_00000072
e5f53016-9cd3-4845-af8b-48a6b0994d66,u_000004,page_view,2024-09-26 00:00:00,mobile,s_00000073
438ebfa5-7e6b-4f2c-b9e9-bcd09c792481,u_000004,template_used,2024-10-10 00:00:00,desktop,s_00000074
39418b57-c5b7-4312-b2f3-9d8d950979af,u_000004,page_view,2024-12-15 00:00:00,mobile,s_00000075
c2f2f6a0-fae7-42ca-b101-b9bedbce1ea6,u_000004,database_created,2024-11-04 00:00:00,mobile,s_00000076
6e94f3e4-822d-47e7-a5d1-f7a9610b3141,u_000004,page_view,2024-09-26 00:00:00,desktop,s_00000077
b43c4ff4-073d-42b6-974c-f51b5e623d77,u_000004,database_created,2024-12-17 00:00:00,tablet,s_00000078
27c984a6-de11-48e2-951a-978d329da0b9,u_000004,page_edited,2024-09-04 00:00:00,tablet,s_00000079
c115ecfe-5a12-4134-bc54-54cc1bad15ef,u_000004,page_edited,2024-09-19 00:00:00,tablet,s_00000080
92b09288-98f4-4efc-9880-5c19973e1bb0,u_000004,search_used,2025-01-05 00:00:00,tablet,s_00000081
d3cf1bf3-1c60-4552-908d-8ee2cfd7363f,u_000005,signup,2025-04-13 23:00:00,desktop,s_00000082
2fb03dbd-d71f-4833-8fb9-990a4e111a09,u_000005,onboarding_started,2025-04-16 10:00:00,mobile,s_00000083
ea1fdfbe-4570-4703-ac56-8d625883cdb2,u_000005,search_used,2025-04-17 00:00:00,mobile,s_00000084
74da6fb2-af63-4064-9ae8-8c1c4c45df3a,u_000005,template_used,2025-07-31 00:00:00,tablet,s_00000085
09bf6d18-3443-451b-88de-2df5e6137bb8,u_000005,integration_connected,2025-04-30 00:00:00,mobile,s_00000086
0a618a66-a730-4952-b6b6-e50d24445a9c,u_000005,template_viewed,2025-10-01 00:00:00,tablet,s_00000087
4df9bd79-f092-4220-9fa4-eaf4826b7c79,u_000005,search_used,2025-09-20 00:00:00,mobile,s_00000088
961f415b-95fa-4870-bb80-0175b854d93d,u_000005,database_created,2025-04-18 00:00:00,desktop,s_00000089
8c7b7353-f1da-4e1d-8164-20fbed33a24d,u_000005,database_created,2025-08-23 00:00:00,mobile,s_00000090
cb5b594c-3ce4-4292-9927-09c03fd28eea,u_000005,page_view,2025-09-10 00:00:00,desktop,s_00000091
25d636f6-606f-44a3-abf0-1f34b722ea28,u_000005,search_used,2025-05-06 00:00:00,tablet,s_00000092
8d03b1d6-52d7-42c8-ae63-38d126073216,u_000005,template_used,2025-06-08 00:00:00,desktop,s_00000093
3c9fbf34-7d88-423d-a6b9-74d9ab4c6915,u_000005,template_viewed,2025-09-12 00:00:00,tablet,s_00000094
4095ed91-9b88-430f-befd-cd6395a81f56,u_000005,template_viewed,2025-08-13 00:00:00,desktop,s_00000095
115bf60e-30b9-4100-a378-8199926ab10f,u_000005,template_viewed,2025-08-19 00:00:00,mobile,s_00000096
f8b37e88-f5f8-40ef-8581-cb12adb86681,u_000005,search_used,2025-05-08 00:00:00,desktop,s_00000097
16d747a9-16c7-43c2-b19d-3ce88968528f,u_000005,search_used,2025-06-04 00:00:00,tablet,s_00000098
81106263-bc1c-483f-b37b-16fe71a3a569,u_000006,signup,2024-02-17 05:00:00,desktop,s_00000099
2d9b0c84-4205-41b0-95e3-64c862686489,u_000006,onboarding_started,2024-02-19 03:00:00,mobile,s_00000100
